sex,Age,Married,Number_children,education_level,total_members,gained_asset,durable_asset,save_asset,living_expenses,other_expenses,incoming_salary,incoming_own_farm,incoming_business,incoming_no_business,incoming_agricultural,farm_expenses,labor_primary,lasting_investment,no_lasting_investmen
1,23,1,4,10,6,12254308,18321584,23399979,1245195,40198578,0,1,0,0,38370156,10815935,0,362133,1267939.0
1,29,1,4,11,6,34002358,24109686,17683838,86460126,39749477,0,0,0,1,41965465,56600566,0,42602241,48463759.47999506
0,51,1,1,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,1,4,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,42,0,6,7,8,24623346,18942097,23442674,18789616,26402468,0,1,0,0,69123304,17390890,0,34054747,86780645.58658953
1,27,1,2,10,4,69532166,25944901,23399979,50715337,21556688,1,0,0,0,12278451,6094738,1,38023035,12821193.0
1,23,1,4,13,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,32,1,3,7,5,19245090,89355172,16357138,20632972,8561387,0,0,0,0,31262335,37488727,0,28779457,54664235.6177994
0,30,0,2,10,3,41303144,44202423,23399979,10009606,11531066,1,0,0,0,56053793,46711497,1,67551178,46711497.0
1,35,1,3,7,6,4869897,21317391,91543412,24417878,25950570,0,0,0,0,43320555,24175495,0,34150316,18158953.12587051
1,33,1,1,10,3,21489094,45406249,85938383,24593824,11796913,0,0,0,0,17738446,24073529,0,42801902,19772799.134347122
1,35,0,5,9,6,28912201,10890452,25624592,10676913,9849453,0,0,1,1,80076849,66730708,0,12091605,11637835.0
1,55,1,0,8,3,23587032,24246583,39602388,8164371,44471072,0,0,0,0,24539211,84064714,0,38866613,75423176.34851488
1,23,1,1,9,3,43300546,78865974,41549438,14504854,88418925,0,0,0,0,27571786,59045985,0,16433119,53567687.41607559
1,25,1,3,10,5,82606287,80877617,23399979,66730708,12011528,0,1,0,0,10276529,8563774,0,89138245,64917856.0
1,23,1,2,8,4,74402928,22762687,23399979,63223995,75309523,1,0,0,0,10528959,51030491,1,79518269,17712639.292975735
1,24,1,3,10,5,41303144,78475311,23399979,53918409,69666858,1,0,0,0,74738393,20708764,1,92214844,20708764.0
0,34,0,1,9,3,45422471,19231538,15949512,78939753,28324964,0,0,0,0,14952818,40134514,0,23865749,34031787.487284996
1,23,0,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,29,1,4,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,21,1,2,10,4,18726175,26185129,23399979,28694205,20659828,0,0,0,0,42707653,95647341,0,5131745,3358779.0
1,32,1,4,9,6,64680737,13484941,23399979,12732219,25688654,0,0,1,1,14680755,36257017,0,80728137,47495142.0
1,25,1,4,12,6,39654752,91287605,23399979,84080696,17969246,1,0,0,0,6406148,53384566,1,49824512,91020689.0
1,41,1,5,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,33,1,2,6,4,63884047,27115486,30691100,5715858,19938326,0,0,0,0,13205889,88876404,0,13171392,44355510.10002318
1,23,1,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,29,1,2,11,4,27000815,87659873,14396073,5702422,5482289,0,0,0,0,10549150,48513601,0,46548562,39036951.18406041
1,24,0,3,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,22,1,4,9,6,82606287,18385645,23399979,57388411,68385628,0,0,1,1,48046109,10409991,0,20332784,1438714.0
1,49,0,0,13,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,22,1,2,10,4,28912201,2445547,23399979,37903044,48046112,0,0,1,1,17349984,49491942,0,25016008,15626107.0
1,23,1,2,5,4,13052527,22861940,18947937,21353827,88084536,0,1,0,0,2936151,57833278,0,17456754,57833278.0
1,21,1,1,10,3,27572495,27226129,23399979,30696127,26905821,0,1,0,1,26692283,2224357,0,6392738,2224357.0
1,34,0,5,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,34,1,5,7,7,88460167,12956435,23399979,1601537,16976292,0,1,0,0,36568427,1183358,0,22346974,30251255.0
1,34,0,2,5,4,18361334,11367894,18844259,73081543,10762710,0,0,0,0,27727816,19827744,0,17458530,16012169.432112131
1,27,1,2,9,4,12251758,22861940,11269672,2162075,11947466,0,0,0,0,11904758,31363432,0,44031412,44709578.0
1,49,1,4,11,8,20651573,57815485,96092224,18684598,16655985,1,0,0,0,21687479,56732225,1,69009406,26599974.0
0,55,0,2,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,75,0,1,4,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,45,0,1,7,2,28912201,32351048,6406148,18417675,15534909,1,0,0,0,30028818,53384566,1,40679039,80076847.0
1,40,1,1,12,3,33414706,46729940,86115179,38216603,3171564,0,0,0,0,10934895,19846544,0,50713264,31337016.433020793
1,39,1,0,12,4,11151849,46925034,32030739,87417221,3614669,0,1,0,1,10676913,17572421,0,61279956,44197971.0
1,78,0,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,53,0,4,2,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,42,0,3,8,4,25784744,48046108,13106084,13439565,47165264,0,1,0,0,19084982,50971141,0,48765601,94382797.0
1,23,1,3,9,5,11386928,22861940,35169754,2562459,1169122,0,0,0,0,25624592,54719186,1,16527861,54719186.0
1,22,1,0,5,3,23052268,17611057,23399979,29708272,72622035,0,0,0,0,46063043,71939781,0,19432495,71939781.08433644
1,48,1,5,13,9,8978957,6913805,21802972,10676913,10768939,0,0,0,0,11494256,13710555,0,20335362,17082118.61725176
1,29,1,4,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,35,1,0,7,2,44750278,99455444,23399979,93422985,34673275,1,0,0,1,19351906,20575301,1,15061188,1037718.0
0,42,0,1,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,38,1,0,7,2,38002625,325112,1601537,46711496,26745668,0,0,1,1,30028818,31363432,0,73396594,73670708.0
1,30,1,0,8,2,64853094,28507358,96092216,48046112,35073662,0,0,1,0,34699969,28916639,0,10457122,13481827.0
1,74,0,3,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,18,0,0,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,35,0,3,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,35,0,4,10,6,27648730,29930685,17296779,18296050,83823405,0,0,0,0,42707653,62062330,0,38376591,22288448.974674694
1,28,1,3,6,5,26848067,68640376,19081525,13854189,15567872,0,0,0,0,28569699,38654542,0,81568824,25840065.921129942
1,30,1,4,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,23,1,1,8,3,24681276,325112,96092216,46444573,37155659,0,0,0,0,54051876,12248422,0,65760699,11490694.0
1,71,1,3,1,7,13425084,66944244,23399979,13025835,65663018,0,1,0,0,64728785,81967551,0,20567938,36223652.0
0,51,1,1,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,23,1,3,9,5,28912201,13452911,23399979,93422991,34433044,0,1,0,0,59256868,49380726,0,14093526,95157986.0
1,23,0,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,34,0,0,1,1,16816139,22861940,29424431,26692283,1601537,0,0,0,0,26692283,2224357,0,20019213,2224357.0
0,40,1,0,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,45,1,10,7,12,64163666,26569498,23399979,11584451,95291452,0,1,0,0,14413833,84325371,0,10609191,36539513.0
1,20,1,4,10,6,20651573,21540672,19218445,37369196,61659176,1,0,0,0,56053796,32698047,1,2841044,25290939.0
1,28,1,3,10,5,28912201,22261365,23399979,20019212,12812296,0,0,1,1,13346142,36479452,0,29067896,1352409.0
1,22,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,43,1,6,9,10,12390944,13372833,23399979,80076849,65663018,0,1,0,1,24023056,20019212,0,19977077,88217993.0
1,55,1,4,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,26,1,2,11,4,94314049,38148611,23399979,23489211,18337599,0,1,0,0,17750368,44153481,0,54578735,12302917.0
1,35,1,3,8,5,3098974,22861940,16491638,22154596,27546436,0,0,1,1,17349985,23867352,0,14039868,26136194.0
1,59,0,1,1,2,12075589,22861940,70362762,21353827,10890451,0,0,1,1,21353827,58767514,0,5489967,58767509.0
1,24,1,2,10,4,65401855,18225491,40038425,14413833,47085186,0,0,0,0,69399939,39148681,0,24861769,52441437.0
1,30,0,2,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,52,0,3,6,5,20598047,22220626,27749443,19167878,22988229,1,0,0,0,25747649,15939671,1,5611007,10976539.61718435
0,31,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,27,1,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,23,1,1,7,3,12091605,22861940,81644066,26692283,76153084,0,0,0,0,30028818,31363432,1,14173602,72069162.0
1,22,1,2,10,4,23129761,51809723,23399979,72069162,97693758,0,1,0,1,40038424,33365354,0,91835699,35367274.0
1,26,0,1,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,20,1,2,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,60,0,1,5,2,31773237,22986744,12160713,15553130,48746046,0,0,0,0,26099792,30978233,0,17309320,36214556.24071911
1,53,0,3,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,53,1,7,9,10,15077211,162556,23399979,6005764,15214602,0,1,0,0,16015369,24023056,0,37738959,6139225.0
0,64,0,0,1,1,28912201,12652142,23399979,42974577,83279924,0,0,0,0,12812296,51204696,0,13773218,51204696.0
1,81,0,0,1,2,16521257,26105053,23399979,26692283,14413833,1,0,0,0,54719181,37369198,1,45028618,37369198.0
1,25,1,3,9,5,11496563,27033945,23399979,83413382,4956757,0,0,0,1,42707653,28516257,0,39331274,17906075.0
1,39,1,6,12,9,39157581,16015369,1770641,93916788,49647646,0,1,0,1,81104498,16037279,0,11939388,44544636.0
1,41,1,4,8,6,41303146,26905823,23399979,36034582,39381794,0,0,0,0,27759974,30073304,0,32477521,43419447.0
1,65,1,1,5,3,82606287,17008324,23399979,49380727,81037773,1,0,0,0,30028818,20019212,1,23952258,26959205.0
1,30,1,6,10,8,28912201,51489417,80076847,28694205,49167187,1,0,0,1,66730709,55608922,1,56694409,11766848.0
1,28,1,2,14,4,61954716,37203704,23399979,10009606,46764881,0,1,0,1,32084126,13630859,0,37823252,12567171.0
1,27,1,2,5,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,31,1,2,8,4,41632789,31700227,26252557,18928793,19652747,0,0,0,0,6379047,94680673,0,6010461,15561045.785288837
1,49,1,2,5,4,12652142,22861940,1915728,28560741,21524658,0,1,0,0,27359591,29406002,0,16757162,40883684.0
1,37,0,5,1,7,18566627,77337356,19908688,23801471,57310958,0,0,0,1,40614760,12756958,0,96691632,30970201.202328168
1,32,1,4,7,6,82606287,17713304,23399979,12959782,18677500,0,0,0,0,25169900,22589845,0,19246844,23517499.250098243
1,17,0,2,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,25,1,3,11,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,40,1,8,9,10,20019212,25624592,5765094,88191299,90006378,0,0,0,0,17083061,18266418,0,66693719,58304844.0
1,32,1,6,7,8,33120723,19174753,23399979,70413855,1977319,0,0,0,0,46949108,74976964,0,17338011,37580792.145778984
1,69,0,2,5,6,36936041,13428248,23374533,17203986,59174135,0,1,0,0,29497547,30728070,0,52896992,32900409.17821983
1,28,1,4,10,6,15711078,24023054,15506558,10476722,71588707,0,1,0,0,23022095,1021536,0,1823477,47384361.0
1,58,1,2,7,4,37268238,31194122,42176436,83749086,49414164,0,0,0,0,83135216,9427261,0,18638118,32386451.73964455
1,43,0,1,4,2,22800454,7023007,20761010,71532563,17231247,0,0,0,0,28695928,24681212,0,17862076,13767440.00539108
0,19,1,1,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,43,1,4,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,54,0,1,10,4,16521257,16877168,23399979,17730246,14506603,1,0,0,0,32337731,51021468,1,19317678,86600306.41013768
1,35,1,7,10,9,27354251,16015369,18492033,1040999,52370258,0,1,0,0,11611143,3683535,0,50039206,54592392.0
1,22,1,1,8,3,19812089,8779719,23399979,20239248,85589742,0,0,0,0,12406878,83207723,0,28671387,70503730.47723322
0,41,1,2,9,6,82606292,11042277,3114868,38723137,34257516,0,0,0,1,20962509,24429157,0,19954165,33659306.060506254
1,68,1,1,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,65,0,0,10,1,82606287,22149257,23399979,26692283,1601537,0,1,0,0,80076847,66730708,0,23744058,66730708.0
1,26,1,5,9,7,22925111,24791792,23399979,23355746,32911587,0,0,1,1,85415304,39148682,0,48005182,22145699.0
1,73,1,2,12,5,16335678,97693758,13525932,12144989,46604725,0,0,0,0,12144989,8872961,0,60145972,24047523.0
0,36,1,1,14,3,15077211,19026259,23399979,20019213,32831509,0,0,0,1,46711493,27782218,0,39388544,10932714.0
1,30,1,2,9,4,29806441,23126265,23275653,25920530,27808700,0,0,0,0,29168957,30746566,0,27436509,28230430.960891724
1,23,1,1,10,3,20206248,7527224,23399979,13679795,94170372,0,1,0,0,10676913,88974275,0,27733472,67620454.0
1,22,1,2,7,4,28912201,10690466,23399979,27294905,26368079,0,0,0,0,27844310,19436522,0,21419783,28946176.785359196
1,31,1,2,11,4,35367286,31855028,27810800,18945014,25959993,0,0,0,0,24135868,19459413,0,69941832,50709340.39535644
1,26,1,5,8,7,42236978,19698904,23399979,10676913,16976292,0,1,0,0,10743644,82857299,0,69302954,10170872.0
1,63,1,0,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,28,1,5,10,7,82606287,39317734,72069168,10676913,13725172,0,1,0,1,48046112,86749923,0,49032327,14792865.0
1,25,1,0,7,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,24,1,5,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,44,1,5,12,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,45,0,3,7,5,17895499,19402966,26422817,16832403,22441091,0,0,0,0,24491462,20046635,0,7744632,12183228.506424878
1,24,1,2,5,4,24847766,88686741,8688266,19068329,94586025,1,0,0,0,84865045,30086579,1,90256540,82204025.82695141
1,44,1,4,8,6,14710576,27659061,31861239,17160189,11989478,0,0,0,0,90871198,98054505,0,30054542,4434069.03245864
1,63,0,1,1,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,35,1,2,12,4,388964,21620749,23399979,29228051,26249191,1,0,0,0,90753765,17839342,1,27592386,77229671.0
0,36,1,3,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,39,1,4,9,6,41303146,1040999,23399979,26692283,31069818,0,0,0,1,26692283,2224357,0,51713135,88040047.0
1,21,1,1,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,37,1,7,11,10,74353119,51969873,12812296,37075581,23991025,0,0,0,1,10276529,35719838,0,13112761,41611456.0
1,19,1,2,9,4,1169122,22861940,15258835,26692283,12796281,0,0,0,0,40038425,40260859,0,12011527,7069006.0
1,80,0,0,1,1,23510501,30429203,40038424,24023056,56053796,0,1,0,0,23088825,19240688,0,26553421,4196249.0
0,37,0,0,14,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,23,1,2,10,4,26555994,47967589,23444286,26665288,12087660,0,0,0,0,29997986,31265798,0,76948087,18180561.89408135
1,24,1,3,10,5,28912201,83279922,16015369,37903044,24343363,1,0,0,1,16682676,66841927,1,92889145,55397606.0
1,51,0,1,6,2,23844024,78238897,19129472,16361840,51465132,0,0,0,0,46647942,59854267,0,22639934,13583564.442533465
0,50,0,1,11,4,16521257,15380736,23399979,16803200,13663290,1,0,0,0,34580584,55208127,1,17964789,76731752.58893284
0,27,1,2,9,4,29077866,23115141,23399979,26606633,28312054,0,0,0,0,30590892,31173397,0,28037522,28186552.31547357
1,31,1,3,8,5,40171902,15859346,14038608,77438166,46782755,1,0,0,0,11082629,39790613,1,19880630,23483955.09288283
1,46,0,3,8,6,72466370,47022802,18972534,67371787,23399071,0,1,0,0,79097626,13008981,0,66912787,31272577.32996725
1,28,1,2,10,4,41303146,46476605,24023054,34699969,49167187,0,0,0,0,30028818,31363432,0,59575525,24023054.0
1,29,1,3,11,6,40480811,3002081,23399979,10676913,21300442,0,0,0,1,13346142,23133314,0,72263312,29058998.0
1,24,1,3,7,5,35129912,79041270,13309752,10430561,17431366,0,0,0,0,26619532,33237409,0,73085424,18422205.71776637
1,25,1,6,6,8,63260712,22861940,99903496,38703811,2642536,0,1,0,0,38703811,11900311,0,95670868,2791568.0
0,35,0,0,13,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,51,1,1,6,3,37596933,29709611,27275183,88639093,41592085,0,1,0,0,89122659,13471493,0,39068084,31797195.456166603
1,60,0,0,1,4,82606287,18417675,23399979,26692283,13773218,0,1,0,0,33365355,27804461,0,26678303,27804461.0
1,22,1,3,7,6,21617699,13452911,23399979,15267985,99295292,0,0,0,1,48179574,13357264,0,36031531,29372635.0
1,40,1,4,10,6,53906201,76073006,23399979,53384566,19538752,0,1,0,0,45376883,37814072,0,61833807,19863508.0
1,20,1,2,10,4,64061478,22861940,14080695,20553058,14573987,0,1,0,0,20553058,49551997,0,92973679,52888532.0
1,22,1,2,9,4,28912201,83279922,23399979,13346142,80076847,1,0,0,0,69399939,71179426,1,12100058,71179426.0
1,41,0,1,3,2,18489859,22861940,28841018,23344841,10673102,0,0,0,0,26469120,7803426,0,13345132,5850751.744163806
0,51,0,5,12,8,11103071,8375777,23399979,16969447,13430407,0,0,0,0,14668740,18189961,0,21660804,14210696.59957086
1,27,0,4,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,25,1,2,6,4,12390944,16772897,20819981,1601537,98974991,0,0,0,1,12812296,11771297,0,19293222,16645575.0
1,28,1,2,10,4,16736061,22861940,56197174,53384566,89686069,0,0,0,1,13346142,57833278,1,21426913,3314292.0
1,24,1,5,9,7,18577829,22861940,10354375,39371116,19827028,1,0,0,0,39371116,39048586,1,19151015,59868565.0
0,51,0,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,23,1,2,4,4,26585513,22861940,13642235,12411912,43481731,1,0,0,0,12411912,66130137,1,44857788,76139736.0
1,49,1,4,8,7,59792676,19378598,23399979,26692283,2234144,0,0,0,0,53384566,7117942,0,8285481,24094234.0
1,26,1,3,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,58,1,0,9,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,54,1,0,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
0,33,0,1,7,2,35714276,22861940,72223602,26692283,54452259,0,0,0,1,30028818,46711496,1,38757196,46711496.0
1,22,0,2,10,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,33,1,3,6,5,14932730,85120082,20242498,32663769,12231800,0,0,0,0,44202893,35950238,0,24420040,57786898.040066615
1,25,1,2,10,4,49563774,17216522,23399979,13346142,12732219,1,0,0,1,1601537,61392248,1,28498972,12812295.0
1,26,1,2,9,4,38870507,21247455,19050653,20440681,35904281,0,0,0,0,23347395,30708390,0,9628463,37945403.34779016
1,23,1,4,9,6,22549641,16015369,18445511,26158435,26905821,0,0,0,1,26158438,10734747,0,24669582,30487034.0
1,23,1,2,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,45,0,3,7,5,36055123,15920165,23399979,26147144,56933414,0,0,0,0,36238684,33833157,0,27390232,10787937.815466028
1,22,1,1,10,3,2338244,48046112,15654262,82212238,17344646,0,0,1,1,53384566,26870232,0,26475949,74916344.0
1,17,1,3,8,5,28912201,22861940,23399979,26692283,28203066,0,0,0,0,30028818,31363432,0,28411718,28292707.0
1,18,1,3,10,4,82606287,16736061,23399979,26692283,15294679,1,0,0,0,72069163,71668782,1,17802354,71668782.0
1,56,1,2,9,5,41303146,2338244,23399979,10009606,30429203,0,1,0,0,6406148,3203074,0,33918903,21093576.0
1,40,0,3,9,6,21881176,6499611,2481875,10963142,43618921,0,0,0,0,17053778,15957964,0,30114826,51923499.387089856
1,35,1,1,12,3,32805267,58776409,80076847,23382441,3074951,1,0,0,1,6406148,24023056,1,40460614,23243642.0
1,32,1,3,4,6,26869066,17473525,35938212,20159216,13478303,0,0,0,0,34835626,33152373,0,19331228,57021744.71742122
1,38,1,3,9,5,22581319,17652342,21674876,61616516,67893349,1,0,0,0,41860892,38718925,1,25140064,24130675.40358607
